account length,number vmail messages,total day minutes,total day charge,total eve minutes,total eve charge,total night minutes,total night charge,total intl minutes,total intl charge,customer service calls,international plan,voice mail plan,churn
183,40,177.0193040351019,27.03413348495674,206.68173328969405,28.446641588361054,254.6139707909569,23.813835052755774,15.343296712898923,3.373297645299481,0,no,yes,0
111,15,188.15324781191129,26.712775988496062,159.22868444151914,34.41991031102769,107.59915650575539,15.16767028210424,1.9825768249108204,3.3542081488659483,9,no,yes,0
193,34,172.13723258441604,32.44294741367861,244.02856003277458,41.57803181715482,171.7747173361989,25.88922039438541,-1.5494862296486005,3.302534571738127,9,no,yes,0
82,34,201.38454874037072,33.82252186047257,177.12890149176326,30.14452592689286,160.9621723661382,29.277939863304354,7.692095313843447,2.9845118501714936,7,no,no,0
147,34,179.92661851243633,31.610514560970735,225.38151799872097,33.910691736998686,189.53399537959243,20.822655349107695,8.448315796889808,3.4979491345706695,0,no,no,1
158,38,168.18645869945237,28.039212330034882,277.1234153707115,40.54834351945803,121.13071520180374,8.086851366524296,6.049897293866219,2.018790327387453,3,no,no,0
184,18,189.33051380076523,38.777924615377486,185.96424440531516,29.419672298301865,250.313314150876,22.554799514620417,10.667162303890724,2.8691212371789048,4,no,no,1
81,33,110.10741440635888,36.20770251509726,205.88711444557364,28.99307135839074,117.19409183438849,24.371876862932357,5.950164865473564,4.456896014797025,1,no,yes,0
70,4,172.33305663936866,30.93913535276492,303.3808842212558,24.27480682825192,220.60830669923357,19.0950581611721,19.12571570982805,0.3298692550026976,5,no,no,1
81,42,256.0380600372025,33.55068778008639,201.4762045523518,23.374182520604133,176.24249814346808,21.935638073350933,14.039741918642349,4.594966875718038,6,no,yes,0
184,33,214.42194395846687,29.98741076079293,204.480170912199,35.24592856723265,269.21188312456195,19.358510642240518,16.54059433403966,2.7460015900291683,5,no,no,0
195,27,194.08205860722316,35.03377252425733,256.0999078246552,37.319590016311814,195.13253061880457,14.161947323304885,18.14361972265535,2.7248099419708365,5,no,no,0
129,14,165.49208980808763,30.19421798805555,132.2434699493888,30.20393692904229,195.56108717625952,19.783322603276343,-1.0794946613609309,2.355945095888102,2,no,no,0
153,22,275.8124952295813,23.656465764616435,259.4114755371271,27.48915371569705,261.11759649932844,17.210046805835688,9.30094808731132,3.8231352995376984,5,no,yes,0
130,46,170.55174403044552,30.77396422307378,257.77617821983984,33.5752729279588,220.2365994188931,19.960947392249118,4.905513092686208,3.9894310700412867,8,no,yes,0
174,48,141.34841652854817,29.680782098598275,200.90242037276022,20.389136236803633,214.4354155412267,20.573561543518686,3.1198903765759045,2.089894145699988,2,no,no,0
97,19,217.81085722327484,32.302577216028574,115.19112033012904,24.803723631163535,160.60224554817864,13.350487393999353,7.644302500557978,2.4634698126976846,3,no,yes,1
192,3,160.5360792449993,25.35014997566958,289.51196868262804,25.61614120593232,231.81339092311669,22.430133117012332,12.739337261852985,5.7060427388587165,8,no,no,0
179,40,112.34800326713268,19.441237008802197,135.75073968542057,34.19426081869881,243.73313261627789,16.07963041254375,11.029543237734606,4.08633638266754,0,yes,no,0
99,4,176.89838357007565,26.818770882595476,173.14364207085373,21.960772433490398,160.73401312379752,17.21201258791347,18.593030888273265,3.4990439888219624,9,yes,no,1
175,2,194.4791505447014,40.91667902830852,191.82755491121947,16.12007559962617,153.71323466473598,22.20796610507343,13.754157393888596,1.8195117516167831,6,no,no,0
178,21,129.9116291440067,31.871635063691784,238.12408387428883,33.65823083534261,238.12081525870394,22.015613067098382,10.396927541259346,0.9827871048056631,4,no,yes,1
115,47,210.19893466060574,25.21050902960322,238.5171318494584,30.736206996572914,250.89604057463532,20.12558733160529,0.1560345245187431,1.9507986552544638,8,no,no,0
163,0,175.27708966006412,37.025904213570634,256.03767462553776,36.40026661607422,228.29119724512967,19.93382914666845,5.791517778222955,4.297412621224379,0,no,no,0
101,45,148.47455561952802,34.3928522641869,282.2084047738432,41.52728026743858,212.38887383453198,22.998178293421592,10.153757581934718,1.3634952465488281,2,no,no,1
145,4,170.90116671240852,41.96937057555256,133.3922032511848,26.90489419110143,215.714847532502,20.19389688356771,12.657492186653055,4.1102651808963175,6,no,yes,0
164,31,120.94078499519034,38.2318477664276,175.92490281651973,31.16816931461161,199.94746190683986,21.90606975944245,0.8001706794976933,1.7820002831770476,6,no,no,0
81,23,135.05769673727002,30.59718810964109,287.25933361412865,20.73470414127395,206.20821101779734,20.347419796092872,6.483890692673894,2.45854641383744,0,yes,no,0
170,14,256.47511659290444,20.850943149283264,145.13740664581303,32.06892040440844,280.823030680323,18.534007967429837,8.551860699265099,2.841139941853602,1,no,no,0
111,44,120.3047871829906,35.921792824572584,148.11228792378301,37.6224108429344,163.9562102478596,24.21628256510384,10.42512011369389,1.6833503760087911,8,no,no,0
157,43,165.10391683378668,29.771832825398363,258.8871743495204,34.63048405407815,192.10114931904897,21.940902873515828,9.282569213983132,2.33276162308234,8,no,no,0
129,13,137.91658646103818,25.924169268147807,259.5974906627832,32.04192138435416,190.56211319699344,10.097497645818391,9.2215171706536,1.7983208387546599,7,no,no,0
161,42,169.9210519887564,23.666259240055123,215.74415426324163,36.04809042628556,253.98295989989487,6.103108816301816,12.112757101311992,2.245642549889937,3,yes,no,0
93,9,168.00636744493517,33.919477868589524,239.15265664978267,30.546539067479547,220.2216075383258,20.140624325501285,5.503188098785169,1.2091303965327322,9,no,no,0
112,28,196.36022274803165,35.09411647586989,209.14317573058463,22.3077271901201,272.10400211392675,25.520160732663776,0.6937860916165732,1.2827749132407462,4,no,yes,0
161,10,214.7578736221019,37.01549510548962,171.03786378239326,32.36407130052838,163.1205122064563,16.616893333231484,11.878631137350915,4.044592468941895,6,no,no,0
98,9,136.32083045274558,30.933250923946414,268.84970175189846,32.07936609822752,187.1581211077385,17.215417728979283,9.939997564302296,3.309413138105735,4,yes,yes,0
139,46,189.200079600447,37.17395000465491,261.4067885536731,27.649704667627226,214.13425802790104,30.592228438323232,18.02335871570982,1.3823774239239806,5,no,no,0
125,27,179.72138243992526,36.60138192133774,227.6097523677392,25.965290468961516,200.35995853491943,18.915709299731112,4.511773462970641,2.54104296058164,1,no,yes,0
190,8,153.36330624995287,31.516041248397897,235.4036087259346,15.275619120483952,157.68894869908846,21.97203915383634,12.486984387675497,2.8244577420745802,3,no,no,0
148,12,200.5423555380841,35.06739481810959,160.24224941064435,33.80476086854071,173.05210500772512,21.638123611893306,18.197479979737608,2.251274499174864,2,no,no,0
104,8,153.69973449273942,38.06448296691363,243.4305725331048,24.53649430098406,140.40676509592726,14.202051166886164,17.02909945073195,1.4488969085279804,6,no,yes,0
169,0,206.76529188724524,24.704051305106248,185.0768907576201,21.9178938839896,305.8209898376894,14.69166862529363,9.959014307557206,2.665716190271981,8,yes,no,0
122,32,129.1597777966483,29.154985031190222,159.03734356149246,25.25454561708952,156.4000483269664,14.512647869946816,7.749226341423459,2.7369582639478534,3,no,no,0
97,45,157.83039491297,30.821730584868273,213.36143919207535,30.510624606078167,212.60789098887454,21.425650632719655,16.610956614133123,2.1374978056101686,1,no,no,0
134,21,232.86246606844975,30.67353233558944,195.0184544467037,27.951972858112963,293.35087756205587,26.1996827156608,7.534905701224142,3.6794497562707433,3,no,no,0
148,28,218.27410637893928,30.40206450231136,155.50625068099765,28.702083192518057,149.42473369198524,17.478399138472152,7.442188446789334,2.357896455846018,2,no,no,0
175,41,222.03978745102717,22.353333562927503,258.1646985750708,34.008594247624444,209.9008838211929,27.05413764816642,3.2288510404075144,1.7707542970695598,5,no,no,0
128,11,187.81562635624744,24.656824347317155,117.83586884501388,22.802300854284248,171.1281043788378,18.421339490642072,10.865858305459977,3.452538595535335,4,no,yes,1
190,8,150.16758135500862,24.926202825598686,205.41930110759708,23.53250084912606,160.9934337710103,26.10333218706913,9.136089892656766,3.4146461668548294,9,no,no,0
83,43,239.96750265912777,28.826895115196653,135.43618273543504,36.41676979752968,335.4038156929734,16.370642597075943,17.267203761352025,0.8073753829821768,6,no,no,0
95,5,187.12037061361045,33.50459609183237,183.6274031307853,35.75509172520169,210.68863229998655,22.20482647128835,8.594200831615112,2.2123681625151104,3,yes,no,0
184,24,192.10623173672823,32.699329718993695,187.74609927492506,27.37535017183345,156.02546289253962,30.56629173939356,21.425476901941565,1.3073065536166424,3,no,no,0
92,4,150.48461611466647,21.814143810147613,203.2212401916749,42.8245252398832,193.3931547898308,24.802687957527635,7.026023360803375,2.152929147625342,7,no,yes,1
178,46,174.45243442127727,27.888430523813987,177.28946232249925,29.278071487866892,153.90914103592718,24.084320696202415,2.6574793170965814,2.390008681412322,8,no,no,0
167,34,124.6341017813073,26.857495598995527,226.1009643676194,32.616002926660194,146.287549348644,20.727958216104124,9.748635914995202,2.616809986454565,2,no,yes,0
186,36,161.689845869941,29.345397750143864,202.05613456083364,30.401266621173612,204.2032697606675,24.298568259534946,11.61151894790604,3.7996809705106456,7,no,yes,0
108,9,206.2462531796754,39.82950383744321,120.1753521185157,21.178462182103864,240.8131117038036,22.375400360079176,13.929616379372685,3.877718098548842,1,no,no,0
147,45,150.64811341829704,22.89882045145752,220.01336819753573,32.1347751388345,246.70566149888788,25.15930803431042,12.816470294908182,1.53975513839805,3,no,no,0
109,38,239.7461347425931,27.793195067356915,141.36202997451932,22.659921560025026,257.5329029024894,16.695926207506652,5.293634602161515,2.4552021586136297,9,no,no,0
149,19,179.93980217943118,26.52292477507138,92.1720000314364,27.380813552553,58.61962496717362,24.256088250270153,11.621562605118383,3.070577572989133,8,no,no,0
164,39,179.08548857085762,26.79609755614259,154.19990600153622,20.90941304221225,189.84057839754428,19.87216504817107,8.988424646170994,2.019306588797277,4,no,no,0
144,38,217.46107570272306,33.57665004487791,272.13327085138235,33.93516296443804,224.31430372861638,19.48434616855577,6.203097898758043,4.371985733766342,7,no,no,0
104,24,153.3557964632685,32.23368711199033,240.7519537321764,34.04775713198196,86.99258856510906,20.235854725503497,7.18892286162729,2.7693788315852084,7,no,no,0
164,27,186.32793649668798,33.590447030548816,75.7090948611915,34.7549302879745,248.90048093628192,17.46979384421051,11.453333474656054,4.115742155560639,5,no,yes,1
140,23,165.55762192875474,30.535673497720143,245.0738955403579,32.510405370428565,208.8485067023767,26.67939675790517,7.7585183348932425,3.678053191134066,6,no,no,0
197,22,143.99227715469246,29.30504468241481,183.9761057464275,36.30826706811455,165.47764233224058,16.463379219235787,6.607125902163342,1.494469121633107,6,no,no,0
137,36,188.0302812250887,29.931456059032676,102.31389555870614,18.83932502489592,183.46627228357866,19.70140972804022,13.210380698925476,1.2651461610074208,1,no,no,0
192,44,199.6293470054095,32.52930523621928,163.94968005256118,24.9863862243502,179.54641890001716,27.708655886891645,9.797157939768942,3.3446808604470912,4,no,no,0
141,6,143.2052380237104,15.663719507545629,191.07765300690653,24.790004680903813,231.94414292530425,25.036945918076018,12.211149775129144,1.3639971025196276,4,no,no,0
122,19,104.14706780493951,40.346775557092855,154.27290889690198,33.65639119372384,183.80978591283935,24.395304704312036,17.525771326075386,3.501665360870126,8,no,yes,0
111,37,218.71949219972427,27.416465161991777,113.85978756659223,28.22609172218592,166.17390908637879,26.39756661490273,14.305398811036934,4.048794296931299,6,no,no,0
159,32,154.9944155840134,31.207021241273,170.64113932299733,28.894315630985545,225.97229574137168,12.244139949175064,6.810232145521653,1.6169556747216582,1,no,no,0
168,12,171.57508554318096,28.1478294349003,169.9439392319,30.852366286561722,165.9026562746962,23.49039373822417,14.89357728080453,2.8787321381807556,5,no,no,1
193,13,131.026277166747,26.772027634641773,132.4348090904985,27.760993957346308,185.71046547067803,25.760983840468526,4.246353597846929,1.9694906236525276,8,yes,no,0
127,8,189.042364013146,28.743309777758466,181.49688813511585,40.28040624960779,223.33029501352289,23.07717679283654,15.998259301576248,2.469439348851667,8,no,no,0
75,45,171.8545882221627,27.747786747732945,153.1257355197953,29.102566794009604,149.01904127427417,16.32267222032388,8.389556058472838,1.4562006666264324,3,no,yes,0
91,35,171.9684031210375,27.49588343223128,192.05673185464968,24.24686342283131,202.96957165140282,15.290747929113543,5.311111049940074,2.513923444998363,4,no,no,0
168,26,128.71389935463188,25.886093333408724,181.55803307492545,31.133625958111814,160.22385223513675,19.121883328463948,11.431014947998127,1.854178842515612,5,no,no,0
109,3,211.4681934500672,32.300855520155096,246.5936713340954,31.931732185791816,220.8160830456176,23.47243698380509,17.482650449783605,2.503914820642849,0,no,no,0
198,4,149.6249725369198,22.498068602003876,241.7379729219939,40.4975346707794,184.27842354533186,22.318193400923477,6.856320859792631,2.991708967406599,3,no,no,0
140,21,130.16383739596284,34.03060950079447,145.27538295109284,27.65756910175733,153.7438765647534,8.175073052270763,13.125759643198545,4.190011700679483,6,no,no,0
88,31,185.53745480535954,32.34757340114282,126.1358714926365,25.650685640216743,152.25610513225183,24.196250456347634,5.725428258631075,2.073177380780477,6,no,yes,0
78,30,191.6728476002315,30.63292396242366,231.17206286352547,31.612646268133613,158.47277946668154,26.024233501356065,10.494448731638094,1.2871383948494264,2,no,no,0
92,4,277.6747217769814,28.585023207974842,231.373524611275,29.257371588133097,281.97866248449265,27.440970976457336,1.1935037803932715,5.0103199918095775,2,no,no,0
184,42,199.16182436039472,38.54221383181065,180.40038576480748,35.93595447437266,182.61782253399002,19.94120437322007,6.956046338052289,3.662101889807208,0,no,no,1
187,33,186.8178858545442,19.110839342187536,184.55687854963264,21.0406636646167,216.65788247263424,8.408784560647184,0.09606628534031536,4.825318319166625,9,no,yes,0
71,26,230.6760339978718,31.625170377152877,263.0107979398238,32.448964038735944,177.77482848981435,15.865852099012411,12.226456548361874,2.587091682496919,5,no,yes,0
150,49,201.04994449077105,32.34150142160651,220.61791088366496,27.50026841307368,148.5994006577081,34.625711661864514,18.578244002815445,2.692688413462465,7,no,yes,0
155,14,241.84763918332465,26.000685125366882,255.18421216752853,33.23253418715089,159.09441602115757,18.316767918444384,10.850167692991315,0.09799947553225641,6,no,no,0
137,45,191.60112149077662,26.40040532990638,266.48679554381187,27.445639111970454,184.51016940241726,13.255307332475438,7.1098800780247675,3.6199928724323263,9,no,yes,0
100,21,202.6309442054623,35.64190456842371,231.13409920745434,34.274193363356424,199.14911493724767,12.59641134798855,9.132063698872301,1.5645953854388157,7,no,yes,0
153,35,121.84567527277288,39.44630473516702,233.13336713359257,11.752792710216731,120.99111433823666,19.545252819513433,8.737638597813326,4.5427692393987344,0,no,no,0
84,25,206.35146169617164,25.739574785261155,156.80312971859405,34.28512656172777,226.08380540675182,23.548740987755817,11.870378722989459,2.9877447448508465,8,no,no,1
101,41,179.70107463463998,29.585485753351442,181.38441004781302,36.63244890394768,231.41903687783744,22.068282431098556,11.728007689534884,1.8559913775117722,1,no,no,0
144,8,186.82857558674934,21.985131541070828,171.9681382915121,23.569191248950006,247.73888186561848,27.22793430619374,16.775333119499418,4.326288984798072,7,no,no,0
86,28,102.99882189759995,22.345447086077275,193.69693893873946,24.882324885587025,227.6391022253374,21.699530700057,12.762256092564135,3.32704472791752,8,no,no,0
118,28,168.79705930996815,26.375522164914273,194.6083512486735,29.990311995952997,202.73829807632168,21.636188370073153,6.5763417688231804,0.8402010958060655,8,no,yes,0
125,23,155.63631025158185,23.455658169697394,99.32193160953172,20.984554984106055,181.92973583507847,23.067870590321856,22.442182567580524,3.5604675446356873,6,yes,no,0
70,13,225.0638955379932,24.071873846687822,246.52819948057677,24.668965798718638,219.51347593441847,19.386393451464816,5.4606742331849745,3.938945861883796,4,no,no,0
141,31,184.50241458868763,31.502909153719703,214.60396294170178,20.00852549909648,156.79443837261417,17.217561446393766,6.545863848345528,2.6638197713297167,8,no,no,0
175,43,223.0903442520121,32.2104872373505,205.63697571011238,30.27454862759739,137.39155230559416,21.043134204412468,4.303339632054963,4.417410118433109,8,no,no,0
88,37,162.90704653698484,39.99580152784907,216.8531898212883,36.88047798299873,219.11349735509356,16.891802538278075,7.324353885558307,4.378116345932818,8,no,no,0
134,45,174.3317654698991,30.12705585940537,182.8939202160514,40.68026573253724,209.79488844141812,14.411835532222828,11.998004801487282,1.911070071351705,0,no,yes,0
79,5,156.97563039664905,28.376243572733568,252.6065501639971,27.110852351153074,162.50688972640958,20.162062657007667,12.938418615337017,3.9554525655553343,9,no,yes,0
135,48,209.02172580517538,30.53883481391614,166.37812807551055,25.23013430271697,218.25236587113687,18.532001220416603,5.590641473671252,3.7787408643285403,4,no,no,0
189,7,193.42225950791024,38.05489268049098,267.88516591041605,28.209302350157955,319.77015190390955,15.874038817601377,13.99426917913095,1.776791660180683,0,yes,yes,0
165,29,166.4743399495639,25.926897538330724,156.88099394687816,24.17610271924093,223.9314268664582,29.265478145296214,16.155215196834995,1.1270461360379327,7,no,no,0
173,43,180.44393861965133,32.883753108651064,170.7590795574459,29.257469807843385,285.4912627186596,25.39417150073012,14.143569065753592,2.993306375479182,5,no,no,0
136,39,190.7855972438643,34.72561593477367,268.2361318139969,24.460757490283964,242.39265556323198,24.478224454973066,17.0670818895706,4.003817978953725,6,yes,no,0
86,8,156.99285309039334,32.15940464877343,241.1222089968282,31.546231437393818,193.41950770308617,27.09954333037352,17.94100476583369,2.3591879654510146,3,no,no,1
124,27,160.48735011415275,29.937076299800445,266.1139218776684,28.96020326672221,255.4843584261796,17.21128917921805,13.440121517170365,3.03530157260161,1,no,yes,0
104,13,168.6918401729548,34.11835011734253,239.52170650626073,29.02496654468378,227.937036397234,12.748920606228692,16.198788173658,4.492454769373085,0,no,no,1
199,29,184.13202950315082,38.447689233703414,173.31166280471447,29.965305586516752,230.3454039173921,23.900159360417828,-1.9909460872836693,2.0647419852739977,3,no,no,1
103,32,129.1279675783819,25.55876272931961,138.10987786651887,37.763007869276684,217.27396663158416,20.708528999578636,14.9670061826019,2.946352293940609,0,no,no,0
159,12,161.61149199264713,32.40325890256463,243.58211955676194,22.32124694273429,216.3372205291083,23.49503130234791,2.745228195205484,4.440990734140871,3,no,no,0
112,20,228.82306803739155,39.572631052958585,240.4365548799188,28.226220438502416,148.8022954784537,19.27248421855534,19.110874981093644,3.683657299979604,2,no,yes,0
147,3,210.26966444164472,22.17987154689299,216.46842938419422,27.317581975549132,280.8804268668872,26.68111140099517,8.534843293265844,3.7728407318897803,8,no,no,0
99,4,115.20007844641657,22.857334142341337,233.74450168262948,27.375908457218156,225.38567722053182,22.50104143322213,7.458659185530374,3.1950136200955495,2,no,no,0
146,5,162.22797943474976,29.76740659406223,171.3546484621928,30.18858810043779,237.40755150889203,12.825892637455173,4.912689607254367,2.2600198324968597,2,no,no,0
190,41,199.967877317052,32.107546073150786,124.46698633469765,33.49780194787997,131.68555590433368,20.45756574702313,13.713893598882114,3.2791089645167624,9,no,yes,1
142,41,124.36325201965943,25.04765172223775,256.0333580588282,29.260511396824867,114.37872757448189,15.341155591876076,9.243778844745007,2.825536295356666,0,no,no,0
84,44,225.1140186035506,27.238168943061503,305.0948958773615,31.224418367059226,182.83258204070398,26.393936487615743,15.04308584695757,3.2779569562764155,9,no,yes,0
89,11,166.33198924242743,30.747461728861534,200.19106140562923,30.72413664275917,216.91752220939833,19.160606108689393,10.056635807985366,2.5830175479079713,3,no,no,0
83,4,184.8733833493538,30.130141973744315,236.53299846263144,25.78276322441688,232.21810159228463,22.606243169514283,3.4622581555786267,4.718765426987824,7,no,yes,0
117,30,136.08473580058174,29.42273161007098,160.55662921319453,36.047443793755555,182.73188604315703,27.254755947662662,15.060413395274782,2.9780217912403777,1,no,no,1
91,7,98.47292936341364,31.858158527792867,109.28681774062375,31.490415620092413,123.76352813201405,15.010770904710729,1.1360764864961599,3.0513599207245403,3,no,yes,1
172,31,154.82051732136995,32.24648713116518,204.797943265284,28.512039551079873,183.755201639713,21.353549077079133,11.268500348534968,1.2936004927710314,6,no,yes,0
159,7,137.00768089239094,25.473354283594848,224.3203405697701,29.579732791990168,210.15706026245277,19.549764864953048,16.140214633948997,1.8346792628032746,3,no,no,0
161,33,148.94117458889093,32.683404317547165,211.2038118132048,29.69834673748656,210.6495966141752,15.186251540110966,2.7591605109160335,2.502234700743288,8,no,no,0
110,24,170.1867740256346,39.494396162005245,238.110258754952,21.674702496158517,316.7711590866946,16.943086989788114,7.007405415153613,2.8553595815543433,9,no,yes,1
138,11,144.62716947840707,24.169318009781804,188.75750993306625,29.43975168743268,250.45927012750485,16.675917128986516,11.726140131923776,4.338181376342035,1,no,no,0
168,2,188.24278566213889,21.81422740776035,149.45955035202118,35.287219755235725,179.04392108376015,23.173945063535086,7.2813981177240255,0.585947780666666,0,no,yes,0
168,49,176.12498651550456,31.995665168204457,302.14966713907063,41.62204801248903,237.61688213643586,23.10428850628393,3.460468308500136,2.2238785274709647,9,no,no,0
108,1,187.1136984368501,33.703720491979524,242.3059118579787,19.37973672951253,220.36640032273107,21.061228272113393,18.873215246036402,3.693413181367983,6,no,yes,0
71,12,239.17841586818398,38.821021731230566,67.03310343039863,24.88883145211348,221.48077266872784,13.149511242023856,9.020934489695536,2.004864061664697,5,no,yes,0
86,15,199.1525969028594,32.52638963022545,138.19549168482533,29.13991122331563,208.62908308563118,19.439529330324387,8.354062718024675,1.5334530771011334,9,no,yes,0
198,13,193.10262746170952,35.42840487774791,293.4654831533769,41.23162741696567,227.60596121833007,19.253819602910465,14.03880663049441,3.1575822462746745,7,no,no,0
137,39,261.6079331109812,25.911956517275893,234.7892337843278,18.47180050007907,198.99862536651253,20.505916222681275,12.799026425623987,3.8118107558976213,3,no,yes,0
139,1,114.8479194335932,21.48274731958415,157.2030943015295,28.383392045312927,198.2541151085539,17.09409551247108,12.863737268123064,1.5022212148825014,3,no,no,0
186,17,208.92932608643292,25.579084714979103,170.70890703630022,41.31490394720271,223.40393784735755,21.351771040564714,7.586815655122276,2.329967743749139,8,no,no,0
128,11,97.31245011423198,35.787486766887156,254.57038337871109,24.03335596425641,197.37311558586075,17.60598704720086,11.069284543312998,1.6539970789798866,9,no,no,0
167,2,217.626681073161,22.08941730967472,164.81484494097379,32.161479970837135,208.52904516062222,16.55862712253733,5.716116651699187,1.2499308688018316,0,no,no,0
160,42,214.87620546871418,33.30652502432135,131.38176085123882,30.880741146808997,170.22576188600883,15.472031301528723,1.6322197497076267,2.2278276542407447,9,no,no,0
157,11,158.67348542904384,30.708307877769265,167.27198310424546,29.2585489821284,167.87202264350753,14.721501959599568,12.297907657964366,1.4431629534801835,4,no,no,0
126,42,133.3652139359727,35.95938925820968,157.56873263250176,35.17128472421195,223.31545110520972,16.004480927614242,15.991974519347888,1.2564537584615925,2,no,no,0
179,0,234.6547325071981,30.639105183736373,182.2682728267565,26.62052597028741,215.32431427848297,26.137281724547663,14.931826787854218,2.714549339751679,7,no,no,0
160,18,194.11792516767284,31.479820810226574,158.5816363070974,21.961836070272035,240.19116845254908,23.451028903226884,8.69288510757572,3.2895527819610835,4,no,no,0
143,44,172.84427174339012,31.11914864831242,146.04329815710068,24.564298096198463,181.03958116929314,17.15346212959248,7.151008320972268,1.4485673802333645,4,yes,no,0
180,14,166.76259805557984,29.697700827576952,317.47355383393227,35.588595581708006,116.8155107931542,21.74355571013246,11.438057955260739,0.5447997788502565,6,no,no,0
